,stack,height,N,max_num,utilization_rate,UB,stack0,stack1,stack2,utilized_stack,max_sum_stack0,max_sum_stack1,max_sum_stack2,stack_0-height_0,stack_0-height_1,stack_0-height_2,stack_1-height_0,stack_1-height_1,stack_1-height_2,stack_2-height_0,stack_2-height_1,stack_2-height_2,BRP1
62,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,6
63,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0,6
64,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,7
65,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,7
66,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,6
67,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,8
68,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,7
69,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,5.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,7
70,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,2.0,0.0,0.0,4.0,3.0,0.0,1.0,5.0,0.0,7
71,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,8
72,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,3.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,7
73,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,1.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,6
74,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,5
75,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,6
76,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,1.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,6
77,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,7
78,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,2.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,7
79,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,2.0,0.0,0.0,3.0,4.0,1.0,5.0,0.0,0.0,6
80,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,7
81,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,6
82,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,6
83,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,3.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,0.0,6
84,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,5.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,6
85,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0,6
86,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,7
87,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,7
88,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,3.0,1.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,5
89,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,6
90,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,8
91,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,7
92,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,7
93,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,4.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,7
94,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,5.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,6
95,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,6
96,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,3.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,7
97,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,3.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,6
98,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,5.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,7
99,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5
100,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,6
101,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,1.0,0.0,0.0,3.0,5.0,0.0,2.0,4.0,0.0,7
102,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,6
103,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0,8
104,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,3.0,2.0,0.0,4.0,5.0,0.0,6
105,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,7
106,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,8
107,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,4.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,8
108,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,6
109,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,8
110,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,3.0,0.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,7
111,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,5
112,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,3.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,6
113,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,2.0,5.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,7
114,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0,7
115,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,5
116,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,7
117,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,6
118,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,7
119,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,3.0,1.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,7
120,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,6
121,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,6
122,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,6
123,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,8
124,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,4.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,8
125,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0,8
126,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,0.0,7
127,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,1.0,5.0,0.0,3.0,4.0,0.0,8
128,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,4.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,6
129,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,6
130,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,1.0,5.0,0.0,3.0,4.0,0.0,8
131,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,6
132,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,8
133,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,6
134,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,7
135,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,0.0,6
136,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,5
137,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,5.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,6
138,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,7
139,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,6
140,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,2.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,7
141,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,7
142,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,6
143,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,3.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,8
144,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,3.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,7
145,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,6
146,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,2.0,1.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,6
147,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,6
148,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,3.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,6
149,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,6
150,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,6
151,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,5
152,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,5.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,8
153,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,7
154,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,3.0,0.0,0.0,2.0,5.0,0.0,1.0,4.0,0.0,8
155,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,3.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,6
156,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,2.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0,0.0,5
157,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5
158,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,5.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,8
159,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,5.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,7
160,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,6
161,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,4.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,7
162,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,3.0,2.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,7
163,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,7
164,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,4.0,0.0,0.0,3.0,5.0,0.0,6
165,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,4.0,3.0,0.0,2.0,5.0,0.0,6
166,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,5
167,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,7
168,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,7
169,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,4.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,5
170,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,7
171,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,6
172,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,7
173,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,6
174,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,6
175,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,6
176,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,3.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,5
177,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,3.0,0.0,0.0,1.0,4.0,0.0,2.0,5.0,0.0,8
178,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,6
179,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,4.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,7
180,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,6
181,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,7
182,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,8
183,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,6
184,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,7
185,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,8
186,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,2.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,9
