,stack,height,N,max_num,utilization_rate,UB,stack0,stack1,stack2,utilized_stack,max_sum_stack0,max_sum_stack1,max_sum_stack2,stack_0-height_0,stack_0-height_1,stack_0-height_2,stack_1-height_0,stack_1-height_1,stack_1-height_2,stack_2-height_0,stack_2-height_1,stack_2-height_2,BRP2
14,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,3.0,1.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,5
15,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,5
16,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,5
17,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,5
18,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,1.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,5
19,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,2.0,0.0,0.0,5.0,3.0,1.0,4.0,0.0,0.0,5
20,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,5
21,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,4.0,5.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,5
22,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,4.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,5
23,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,1.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,5
24,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,4.0,3.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,5
25,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,3.0,0.0,0.0,4.0,1.0,2.0,5.0,0.0,0.0,5
26,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,1.0,0.0,0.0,5.0,3.0,4.0,2.0,0.0,0.0,5
27,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,5
28,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,3.0,0.0,4.0,2.0,0.0,5.0,0.0,0.0,5
29,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,3.0,2.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,5
30,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,1.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,5
31,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,4.0,0.0,0.0,2.0,1.0,0.0,3.0,5.0,0.0,5
32,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,2.0,5.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,5
34,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,5
35,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,2.0,3.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,5
36,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,5
37,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,5
38,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,5
41,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,4.0,0.0,2.0,3.0,0.0,5.0,0.0,0.0,5
42,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,1.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,5
44,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,5.0,2.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,5
45,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,2.0,4.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5
46,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,3.0,4.0,0.0,1.0,5.0,0.0,5
47,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,4.0,5.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5
48,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,3.0,1.0,0.0,4.0,0.0,0.0,2.0,5.0,0.0,5
49,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,3.0,4.0,0.0,1.0,2.0,0.0,5
50,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,5.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,5
51,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,3.0,0.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0,5
52,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,5
53,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,5
54,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,4.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,5
55,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,4.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,5
56,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,5
57,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,3.0,0.0,0.0,4.0,5.0,0.0,5
58,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,2.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,5
59,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,5.0,0.0,4.0,0.0,0.0,2.0,3.0,0.0,5
60,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,5
61,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,2.0,0.0,4.0,0.0,0.0,3.0,5.0,0.0,5
62,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,1.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,5
63,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,5.0,2.0,0.0,3.0,4.0,0.0,5
64,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,5
65,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,5.0,3.0,0.0,0.0,4.0,0.0,0.0,5
66,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,4.0,1.0,3.0,5.0,0.0,0.0,5
67,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,3.0,4.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,5
68,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,5
70,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,2.0,0.0,0.0,4.0,3.0,0.0,1.0,5.0,0.0,5
71,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,5
72,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,3.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,5
73,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,1.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,5
74,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,5
75,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5
76,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,1.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,5
78,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,2.0,0.0,5.0,0.0,0.0,3.0,4.0,0.0,5
79,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,2.0,0.0,0.0,3.0,4.0,1.0,5.0,0.0,0.0,5
80,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,5
81,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,3.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,5
83,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,3.0,0.0,0.0,5.0,1.0,0.0,2.0,4.0,0.0,5
84,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,5.0,0.0,0.0,3.0,4.0,1.0,2.0,0.0,0.0,5
85,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,0.0,5
86,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,3.0,0.0,0.0,2.0,5.0,0.0,5
89,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,4.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,5
90,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,5
91,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,5
92,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,3.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,5
94,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,5.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,5
95,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,4.0,0.0,0.0,1.0,2.0,0.0,5
96,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,3.0,0.0,5.0,0.0,0.0,2.0,4.0,0.0,5
97,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,3.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,5
99,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,0.0,0.0,5
100,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,0.0,5
101,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,1.0,0.0,0.0,3.0,5.0,0.0,2.0,4.0,0.0,5
102,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,0.0,5
104,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,3.0,2.0,0.0,4.0,5.0,0.0,5
107,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,4.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,5
110,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,3.0,0.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,5
111,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,1.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,5
112,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,3.0,0.0,0.0,4.0,2.0,5.0,1.0,0.0,0.0,5
113,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,2.0,5.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,5
114,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,5.0,1.0,4.0,3.0,0.0,0.0,5
115,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,1.0,0.0,0.0,4.0,3.0,2.0,5.0,0.0,0.0,5
117,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,4.0,5.0,2.0,1.0,0.0,0.0,5
118,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,5
121,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,0.0,5
122,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,0.0,5
124,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,4.0,0.0,0.0,1.0,2.0,5.0,3.0,0.0,0.0,5
126,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,2.0,0.0,3.0,4.0,0.0,5
127,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,2.0,0.0,0.0,1.0,5.0,0.0,3.0,4.0,0.0,5
129,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,2.0,0.0,5.0,4.0,0.0,3.0,0.0,0.0,5
131,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,5.0,0.0,0.0,3.0,1.0,4.0,2.0,0.0,0.0,5
133,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,5
134,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,2.0,3.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,5
135,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,2.0,0.0,0.0,5.0,1.0,3.0,4.0,0.0,0.0,5
136,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,5
137,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,5.0,0.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,5
138,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,5
140,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,2.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,5
141,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,3.0,5.0,0.0,1.0,2.0,0.0,5
142,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,1.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,5
143,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,3.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,5
144,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,3.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,5
146,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,2.0,1.0,0.0,3.0,5.0,0.0,4.0,0.0,0.0,5
148,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,3.0,2.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,5
149,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,5
151,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,5
152,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,5.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,5
153,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,1.0,4.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,5
154,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,3.0,0.0,0.0,2.0,5.0,0.0,1.0,4.0,0.0,5
155,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,3.0,5.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,5
156,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,2.0,1.0,0.0,4.0,3.0,0.0,5.0,0.0,0.0,5
159,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,1.0,5.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,5
161,3,2,5,5,0.8333333333333334,6,2,1,2,3,1,0,1,4.0,5.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,5
164,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,2.0,1.0,0.0,4.0,0.0,0.0,3.0,5.0,0.0,5
165,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,4.0,3.0,0.0,2.0,5.0,0.0,5
166,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,2.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,5
169,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,4.0,0.0,0.0,5.0,3.0,2.0,1.0,0.0,0.0,5
171,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,5.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,5
172,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,1.0,2.0,0.0,3.0,5.0,0.0,5
173,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,2.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,5
174,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,5.0,3.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,5
176,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,4.0,3.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,5
177,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,3.0,0.0,0.0,1.0,4.0,0.0,2.0,5.0,0.0,5
179,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,4.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5
180,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,5
181,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,2.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,5
183,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,2.0,0.0,0.0,3.0,5.0,0.0,5
186,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,2.0,0.0,0.0,1.0,5.0,4.0,3.0,0.0,0.0,5
187,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,2.0,3.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,5
189,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,5.0,4.0,0.0,2.0,3.0,0.0,5
190,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,5.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,5
193,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,4.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,5
200,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,1.0,0.0,0.0,2.0,3.0,0.0,4.0,5.0,0.0,5
201,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,1.0,0.0,0.0,5.0,3.0,0.0,2.0,4.0,0.0,5
205,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,1.0,4.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,5
206,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,0,0,3.0,4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,5
209,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,2.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,5
211,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,1.0,5.0,0.0,2.0,3.0,0.0,5
213,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,1.0,0.0,0.0,2.0,4.0,5.0,3.0,0.0,0.0,5
217,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,2.0,4.0,0.0,1.0,3.0,0.0,5.0,0.0,0.0,5
218,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,5.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,5
219,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,4.0,2.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,5
220,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,0,1,2.0,0.0,0.0,5.0,3.0,0.0,1.0,4.0,0.0,5
221,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,4.0,0.0,0.0,3.0,5.0,2.0,1.0,0.0,0.0,5
222,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,3.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,5
223,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,2.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,5
224,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,2.0,3.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,5
229,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,4.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5
230,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.0,5
233,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,5.0,4.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,5
234,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,2.0,3.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,5
235,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,3.0,2.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,5
236,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,3.0,0.0,0.0,2.0,4.0,1.0,5.0,0.0,0.0,5
238,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,4.0,1.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,5
239,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,2,0,1.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,0.0,5
241,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,0,0,2.0,0.0,0.0,3.0,5.0,1.0,4.0,0.0,0.0,5
242,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,2.0,1.0,0.0,3.0,4.0,0.0,5.0,0.0,0.0,5
244,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,5.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,5
246,3,3,5,7,0.5555555555555556,6,3,1,1,3,1,0,0,2.0,1.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,5
252,3,3,5,7,0.5555555555555556,6,1,3,1,3,0,1,0,1.0,0.0,0.0,4.0,3.0,5.0,2.0,0.0,0.0,5
253,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,1.0,2.0,3.0,5.0,0.0,0.0,4.0,0.0,0.0,5
254,3,3,5,7,0.5555555555555556,6,3,1,1,3,2,0,0,2.0,3.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,5
255,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,3.0,2.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,5
256,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,0,0,3.0,2.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,5
257,3,2,5,5,0.8333333333333334,6,1,2,2,3,0,1,1,4.0,0.0,0.0,2.0,5.0,0.0,1.0,3.0,0.0,5
258,3,3,5,7,0.5555555555555556,6,3,1,1,3,0,0,0,5.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,5
260,3,2,5,5,0.8333333333333334,6,2,1,2,3,0,0,1,3.0,1.0,0.0,2.0,0.0,0.0,4.0,5.0,0.0,5
262,3,2,5,5,0.8333333333333334,6,2,2,1,3,1,1,0,3.0,4.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,5
264,3,2,5,5,0.8333333333333334,6,2,2,1,3,0,1,0,4.0,3.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,5
